id,item_id,name,name_kana,name_en,item_kind,slot,accessory_type,inheritance_from_accessory_id,inheritance_type,inheritance_note,equip_level,weight,attack,defense,max_hp,max_mp,charm,agility,dexterity,magic_attack,healing_power,description,effects_json,synthesis_effects_json,obtain_methods_json,image_url,source_url,detail_url,created_at,updated_at
11,accessory_kao_11,ダークグラス,だーくぐらす,Dark Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,10,,,,,幻惑の攻撃に とても強くなる おしゃれなグラス,"[""幻惑ガード+70％""]","[""幻惑ガード+5%"", ""幻惑ガード+10%"", ""こうげき力+2"", ""さいだいHP+2""]","[""レグナライト20個で交換する""]",/storage/images/accessories/11-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-7.php,2026-03-12 12:57:30,2026-05-07 20:54:26
12,accessory_kao_12,ネレウスマスク,ねれうすますく,Nereus Mask,accessory,顔アクセサリー,顔,,,,,,,,4,,4,,,,,大海に渦巻く 水の霊力が満ちた 毒に強いマスク,"[""どくガード+50%""]","[""毒ガード+5%"", ""毒ガード+10%"", ""さいだいHP+2""]","[""レグナライト25個で交換する""]",/storage/images/accessories/12-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-8.php,2026-03-12 12:57:32,2026-05-07 20:54:26
13,accessory_kao_13,ダンディサングラス,だんでぃさんぐらす,Aviator Sunglasses,accessory,顔アクセサリー,顔,,,,,,,2,,,10,,,,,幻惑に強くなる おしゃれな サングラス,"[""幻惑ガード+50％""]","[""幻惑ガード+5%"", ""幻惑ガード+10%"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4"", ""おしゃれさ+5""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/13-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-26.php,2026-03-12 12:57:34,2026-05-07 20:54:26
14,accessory_kao_14,モノクル,ものくる,Monocle,accessory,顔アクセサリー,顔,,,,,,,2,,,4,,,,,呪文暴走率高まる 金色のフレームの 片目用メガネ,"[""呪文ぼうそう率+5.0%""]","[""こうげき魔力+1"", ""こうげき魔力+2"", ""かいふく魔力+1"", ""かいふく魔力+2"", ""呪文ぼうそう率+1%"", ""呪文ぼうそう率+2%""]","[""きめんどうしのレアドロ"", ""まかいしつじのレアドロ""]",/storage/images/accessories/14-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-9.php,2026-03-12 12:57:36,2026-05-07 20:54:26
15,accessory_kao_15,パーティーメガネ,ぱーてぃーめがね,Stimulating Specs,accessory,顔アクセサリー,顔,,,,,,,2,,,10,,,,,開戦時たまに テンション上がる イケてるメガネ,"[""開戦時10%でためる""]","[""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""戦闘開始時1%でためる"", ""戦闘開始時2%でためる""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/15-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-10.php,2026-03-12 12:57:39,2026-05-07 20:54:26
16,accessory_kao_16,かいとうの仮面,かいとうのかめん,Mugger's Mask,accessory,顔アクセサリー,顔,,,,,,,2,,,8,,30,,,アイテムをぬすむ 成功率が上がる おしゃれなマスク,[],"[""しゅび力+1"", ""すばやさ+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""岳都ガタラの防具屋で買う(1200G)""]",/storage/images/accessories/16-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-11.php,2026-03-12 12:57:41,2026-05-07 20:54:26
17,accessory_kao_17,ねこひげ,ねこひげ,Cat Whiskers,accessory,顔アクセサリー,顔,,第一世代,,,,,2,,,2,5,,,,不意をつく確率と すばやさが上がる ねこっぽいひげ,"[{""note"": null, ""text"": ""不意をつく確率+2%""}]","[{""note"": null, ""text"": ""すばやさ+1""}, {""note"": null, ""text"": ""すばやさ+2""}, {""note"": null, ""text"": ""すばやさ+3""}, {""note"": null, ""text"": ""すばやさ+4""}, {""note"": null, ""text"": ""不意をつく確率+1%""}, {""note"": null, ""text"": ""不意をつく確率+1.5%""}]","[{""note"": null, ""text"": ""ザ・キャッツの討伐報酬""}]",/storage/images/accessories/17-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-12.php,2026-03-12 12:57:44,2026-05-07 20:54:26
18,accessory_kao_18,かいけつマスク,かいけつますく,Marveling Mask,accessory,顔アクセサリー,顔,,,,,,,2,,,5,,,,,夜の開戦時 時々テンションが 高まるマスク,"[""夜開戦時20％でためる""]","[""きようさ+1"", ""きようさ+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""夜の戦闘開始時に1%でためる"", ""夜の戦闘開始時に2%でためる""]","[""アスタロトのレアドロ""]",/storage/images/accessories/18-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-13.php,2026-03-12 12:57:46,2026-05-07 20:54:26
19,accessory_kao_19,ぐるぐるメガネ,ぐるぐるめがね,Safety Goggles,accessory,顔アクセサリー,顔,,,,,,,2,,,,,,,,魅了の攻撃に 強くなる ビン底メガネ,"[""魅了ガード+50％""]","[""おしゃれさ+1"", ""おしゃれさ+2"", ""魅了ガード+5%"", ""魅了ガード+10%""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/19-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-14.php,2026-03-12 12:57:48,2026-05-07 20:54:26
20,accessory_kao_20,マジカルメガネ,まじかるめがね,Magical Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,5,,,8,,攻撃魔力を高める 神秘的なメガネ,[],"[""こうげき魔力+1"", ""こうげき魔力+2"", ""こうげき魔力+3"", ""さいだいMP+1""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/20-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-15.php,2026-03-12 12:57:50,2026-05-07 20:54:26
21,accessory_kao_21,フワフワメガネ,ふわふわめがね,Fluffy Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,,,,,,かけると魔物が わたアメを落とす ラブリーなメガネ,"[""まれに魔物がフワフワわたアメを落とす"", ""おしゃれ+6""]","[""合成できない""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/21-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-16.php,2026-03-12 12:57:52,2026-05-07 20:54:26
22,accessory_kao_22,教授のメガネ,きょうじゅのめがね,Professor's Specs,accessory,顔アクセサリー,顔,,,,,,,2,,5,2,,,5,5,最大MPを高め 魔力も上がる おしゃれなメガネ,[],"[""さいだいMP+1"", ""さいだいMP+2"", ""しゅび力+1"", ""しゅび力+2"", ""こうげき魔力+1"", ""こうげき魔力+2"", ""こうげき魔力+3"", ""かいふく魔力+1"", ""かいふく魔力+2"", ""かいふく魔力+3""]","[""トルネコから購入(12000G)""]",/storage/images/accessories/22-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-17.php,2026-03-12 12:57:54,2026-05-07 20:54:26
23,accessory_kao_23,地中ゴーグル,ちちゅうごーぐる,Subterranean Goggles,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,土の中に隠れた 魔物が見える 特殊なゴーグル,"[""地中にいる魔物の姿が見える""]","[""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""小さなメダル1枚で交換""]",/storage/images/accessories/23-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-18.php,2026-03-12 12:57:56,2026-05-07 20:54:26
24,accessory_kao_24,オカルトメガネ,おかるとめがね,Occult Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,3,,,,,死者の世界の 魔物の姿が見える 不思議なメガネ,"[""死者の世界の魔物の姿が見える""]","[""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""小さなメダル1枚で交換""]",/storage/images/accessories/24-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-29.php,2026-03-12 12:57:58,2026-05-07 20:54:26
25,accessory_kao_25,いやしのメガネ,いやしのめがね,X-Ray Specs,accessory,顔アクセサリー,顔,,,,,,,2,,,5,,,,8,回復魔力を高める おごそかなメガネ,[],"[""さいだいMP+1"", ""しゅび力+1"", ""しゅび力+2"", ""かいふく魔力+1"", ""かいふく魔力+2"", ""かいふく魔力+3"", ""おしゃれさ+2""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/25-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-23.php,2026-03-12 12:58:01,2026-05-07 20:54:26
26,accessory_kao_26,ふちなしメガネ,ふちなしめがね,Borderless Specs,accessory,顔アクセサリー,顔,,,,,,,2,,,3,,,4,4,攻撃魔力と 回復魔力を高める ふちなしのメガネ,[],"[""しゅび力+1"", ""しゅび力+2"", ""こうげき魔力+1"", ""こうげき魔力+2"", ""こうげき魔力+3"", ""かいふく魔力+1"", ""かいふく魔力+2"", ""かいふく魔力+3"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""小さなメダル10枚で交換""]",/storage/images/accessories/26-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-28.php,2026-03-12 12:58:03,2026-05-07 20:54:26
27,accessory_kao_27,黒ぶちメガネ角,くろぶちめがねかく,Black Square Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,3,,,,,かけるとアタマが よさそうに見える 四角いメガネ,[],"[""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""マッドスミスのレアドロ"", ""リビングデッドのレアドロ""]",/storage/images/accessories/27-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-30.php,2026-03-12 12:58:04,2026-05-07 20:54:26
28,accessory_kao_28,黒アイパッチ,くろあいぱっち,Black Eyepatch,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,開戦時 バイシオンが まれに発動する,"[{""note"": null, ""text"": ""開戦時5%でバイシオン"", ""recommended"": false}]","[{""note"": null, ""text"": ""さいだいHP+1""}, {""note"": null, ""text"": ""さいだいHP+2""}, {""note"": null, ""text"": ""しゅび力+1""}, {""note"": null, ""text"": ""しゅび力+2""}, {""note"": null, ""text"": ""戦闘開始時に1%でバイシオン""}, {""note"": null, ""text"": ""戦闘開始時に2%でバイシオン""}]","[{""note"": null, ""text"": ""アカツキショウグンのレアドロ""}, {""note"": null, ""text"": ""デビルロードのレアドロ""}]",/storage/images/accessories/28-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-25.php,2026-03-12 12:58:06,2026-07-15 06:43:25
29,accessory_kao_29,白アイパッチ,しろあいぱっち,White Eyepatch,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,開戦時 リホイミが たまに発動する,"[""開戦時10%でリホイミ""]","[""さいだいHP+1"", ""さいだいHP+2"", ""しゅび力+1"", ""しゅび力+2"", ""戦闘開始時に1%でリホイミ"", ""戦闘開始時に2%でリホイミ""]","[""しろバラのきしのレアドロ"", ""プリティフライのレアドロ""]",/storage/images/accessories/29-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-27.php,2026-03-12 12:58:08,2026-05-07 20:54:26
30,accessory_kao_30,ファントムマスク,ふぁんとむますく,Phantom Mask,accessory,顔アクセサリー,顔,,,,,,,1,,,20,,,,,正体を隠すため 身につける あやしいマスク,[],"[""すばやさ+1"", ""すばやさ+2"", ""きようさ+1"", ""きようさ+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""小さなメダル5枚で交換""]",/storage/images/accessories/30-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-19.php,2026-03-12 12:58:10,2026-05-07 20:54:26
31,accessory_kao_31,マスカレイドマスク,ますかれいどますく,Masquerade Mask,accessory,顔アクセサリー,顔,,,,,,,2,,,25,,,,,上流貴族たちが 舞踏会で愛用する 極上のマスク,[],"[""さいだいHP+1"", ""しゅび力+1"", ""こうげき魔力+1"", ""かいふく魔力+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""小さなメダル5枚で交換""]",/storage/images/accessories/31-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-20.php,2026-03-12 12:58:13,2026-05-07 20:54:26
32,accessory_kao_32,フサフサのヒゲ,ふさふさのひげ,Fluffy Mustache,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,フサフサして さわり心地のよい つけヒゲ,[],"[""さいだいHP+1"", ""しゅび力+1"", ""こうげき魔力+1"", ""かいふく魔力+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""小さなメダル5枚で交換""]",/storage/images/accessories/32-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-21.php,2026-03-12 12:58:16,2026-05-07 20:54:26
33,accessory_kao_33,フサフサの白ヒゲ,ふさふさのしろひげ,Fluffy White Mustache,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,フサフサして さわり心地のよい 白いつけヒゲ,[],"[""さいだいHP+1"", ""しゅび力+1"", ""こうげき魔力+1"", ""かいふく魔力+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""小さなメダル5枚で交換""]",/storage/images/accessories/33-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-22.php,2026-03-12 12:58:18,2026-05-07 20:54:26
34,accessory_kao_34,エラい人のヒゲ,えらいひとのひげ,Big-Wig Mustache,accessory,顔アクセサリー,顔,,,,,,,2,,,2,,,,,エラい人の気分が ちょっと味わえる ダンディなヒゲ,[],"[""さいだいHP+1"", ""しゅび力+1"", ""こうげき魔力+1"", ""かいふく魔力+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""トルネコから購入(12000G)""]",/storage/images/accessories/34-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-24.php,2026-03-12 12:58:20,2026-05-07 20:54:26
35,accessory_kao_35,ラウンドメガネ,らうんどめがね,Round Glasses,accessory,顔アクセサリー,顔,,,,,,,4,,,10,,,,,丸くて大きい フレームが特徴の レンズ入りメガネ,[],"[""合成できない""]","[""ヴェリのアクセ屋5000G""]",/storage/images/accessories/35-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-32.php,2026-03-12 12:58:22,2026-05-07 20:54:26
36,accessory_kao_36,黒ぶちメガネ丸,くろぶちめがねまる,Black Round Glasses,accessory,顔アクセサリー,顔,,,,,,,2,,,6,,,,,かけるとアタマが よさそうに見える まるいメガネ,[],"[""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4""]","[""リュウイーソーのレアドロ""]",/storage/images/accessories/36-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-33.php,2026-03-12 12:58:23,2026-05-07 20:54:26
37,accessory_kao_37,スライムピアス,すらいむぴあす,Slime Earrings,accessory,顔アクセサリー,顔,,,,,,,2,,,3,,,,,かわいくプルンと 耳元でゆれる スライム型ピアス,[],"[""さいだいHP+1"", ""しゅび力+1"", ""しゅび力+2"", ""きようさ+1"", ""きようさ+2"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""マリンスライムのレアドロ""]",/storage/images/accessories/37-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-34.php,2026-03-12 12:58:25,2026-05-07 20:54:26
38,accessory_kao_38,ほしくずのピアス,ほしくずのぴあす,Stardust Earrings,accessory,顔アクセサリー,顔,,,,,,,,,,6,2,,,,すばやさを高める 星をあしらった かわいい耳かざり,[],"[""しゅび力+1"", ""しゅび力+2"", ""すばやさ+1"", ""すばやさ+2"", ""すばやさ+3"", ""すばやさ+4"", ""すばやさ+5"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""スターキメラのレアドロ""]",/storage/images/accessories/38-.webp,https://draquex.com/akuse/0-kao.php,https://draquex.com/akuse/akuse-kao-35.php,2026-03-12 12:58:27,2026-05-07 20:54:26
