id,display_order,name,name_kana,name_en,system_type,system_type_en,is_reincarnated,reincarnation_parent_id,source_url,image_path,trivia_1,trivia_2,created_at,updated_at
13,13,しましまキャット,シマシマキャット,Candy Cat,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00133.html,/storage/images/monsters/13.webp,のんびり屋の猫魔族。シマ模様と長いベロは一部に人気があるらしい。毛はフカフカであたたかい。,コイツが顔を洗うと明日は雨が降るというが本当はヒマなので毛づくろいをしているだけ。,2026-03-12 13:30:13,2026-07-27 13:42:43
14,14,クックルー,クックルー,Grudgerigar,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00083.html,/storage/images/monsters/14.webp,ルカニで守備力を下げてから鋭いクチバシで襲ってくる。相手が強いと逃げてしまうおくびょうな鳥魔物。,冬が近づくと自慢の羽毛をふわふわにふくらませてからその中に顔をうずめて寒さをしのぐという。,2026-03-12 13:30:16,2026-07-27 13:42:46
15,15,おおきづち,オオキヅチ,Hammerhood,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00036.html,/storage/images/monsters/15.webp,身体と同じくらいの大きな木づちに振り回されミスばかりのモンスター。だが油断していると……？,まるで持っている木づちが本体かのように呼ばれるのでオレの存在ってなんなんだ？と自問自答の日々。,2026-03-12 13:30:19,2026-07-27 13:42:50
16,16,プチアーノン,プチアーノン,Khalamari Kid,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00252.html,/storage/images/monsters/16.webp,浜辺でぼんやりしたりらくがきしたりと無邪気に遊ぶイカベビー。あたたかい目で見守ろう。,プチアーノンのらくがきは前衛的なアートと賞賛されコレクターたちの間で高値で取り引きされるとか。,2026-03-12 13:30:24,2026-07-27 13:42:53
17,17,ねこまどう,ネコマドウ,Meowgician,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00218.html,/storage/images/monsters/17.webp,黄色のローブに身を包みメラを唱える化けネコ。相手が強いとしっぽを巻いて逃げだしてしまうことも。,いついかなるときでも顔を洗って自慢のヒゲを整えるのに余念がない。身だしなみは大切なのニャ！,2026-03-12 13:30:26,2026-07-27 13:42:56
18,18,オニオーン,オニオーン,Ornery Onion,植物系,Plant,0,,https://www.d-quest-10.com/detail/a00041.html,/storage/images/monsters/18.webp,大きなタマネギに手足が生えたモンスター。見た目によらずかしこくやくそうでキズを治す。,オニオーンのことをうっかりタマネギと呼ぶと生焼けタマネギを食べる呪いにかけられるらしい。,2026-03-12 13:30:30,2026-07-27 13:42:59
19,19,ゴースト,ゴースト,Ghost,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00099.html,/storage/images/monsters/19.webp,いきなり現れて旅人をおどろかせるが戦闘に入ると逃げだすおくびょうな幽霊。,陽気でキレ者のゴーストはわらいぶくろの代わりにギャグを考案してやるゴーストライターらしい。,2026-03-12 13:30:33,2026-07-27 13:43:03
20,20,スライムつむり,スライムツムリ,Shell Slime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00153.html,/storage/images/monsters/20.webp,かたいカラをかぶってぷるぷるボディを守りぬくはずかしがり屋のスライム。カラの下からヒャドをはなつ。,スライムつむりがのたのたと通った後には緑色のネバネバが線を引いて残っている……。,2026-03-12 13:30:36,2026-07-27 13:43:06
21,21,キラースコップ,キラースコップ,Mad Mole,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00071.html,/storage/images/monsters/21.webp,チカラをためて襲いかかるパワフルなモンスター。愛用のスコップは毎晩みがきあげている。,旅人を襲うかたわらで洞くつを掘る工事現場によく駆りだされている。仕事のあとの一杯は格別。,2026-03-12 13:30:39,2026-07-27 13:43:09
22,22,みならいあくま,ミナライアクマ,Winkster,悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00320.html,/storage/images/monsters/22.webp,呪文を覚えはじめたばかりのまだまだ青いビギナー悪魔。呪文を使えるのがうれしくてメラをうちまくってくる。,毎日寝る間をおしんで呪文の勉強をしている。彼のひそかな努力を知る者はめったにいないだろう。,2026-03-12 13:30:42,2026-07-27 13:43:12
23,23,バブルスライム,バブルスライム,Bubble Slime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00226.html,/storage/images/monsters/23.webp,ドロドロに溶けた身体は触れた者を毒に冒す。キアリーや どくけしそうの準備を忘れないように。,眠るときは 毒の沼地にゆっくり身体をひたらせて心ゆくまで休むという。疲れると 泡が減ってしまう。,2026-03-12 13:30:44,2026-07-27 13:43:16
24,24,メラリザード,メラリザード,Frizzard,ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00334.html,/storage/images/monsters/24.webp,メラをたくさんはいて原っぱをコゲだらけにするいたずら好きのトカゲ。小さな羽がトレードマーク。,コイツの起こすボヤ騒ぎが地元消防団の悩みのタネ。彼らがかかげる標語は火の用心トカゲ１匹火事の元。,2026-03-12 13:30:47,2026-07-27 13:43:19
25,25,タホドラキー,タホドラキー,Drackmage,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00173.html,/storage/images/monsters/25.webp,森の中で暮らすうちに緑の身体になったドラキー。ひらりひらりと攻撃をかわしルカナンをかけてくる。,タホってどういう意味？そう聞いても教えてくれない。どうやらただならぬ秘密が隠されているらしい……。,2026-03-12 13:30:51,2026-07-27 13:43:22
26,26,おばけキャンドル,オバケキャンドル,Wax Murderer,物質系,Material,0,,https://www.d-quest-10.com/detail/a00044.html,/storage/images/monsters/26.webp,ずっと使われなかったろうそくが魔物と化した。メラを使ってくるのでヤケドしないように倒そう。,芯がもったいないので眠るときは火を消している。魔物の世界でもエコの精神が浸透しているようだ。,2026-03-12 13:30:54,2026-07-27 13:43:26
27,27,ホイップゴースト,ホイップゴースト,Whipped Scream,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00290.html,/storage/images/monsters/27.webp,モコモコした泡の身体がかわいいゴースト。おとなしそうに見えて意外に攻撃力が高い。,お菓子好きの魔女の作品。砂糖と塩を間違えてホイップされてしまったのでちょっと不満顔なのだ。,2026-03-12 13:31:00,2026-07-27 13:43:29
28,28,メーダ,メーダ,Lunatick,虫系,Insect,0,,https://www.d-quest-10.com/detail/a00324.html,/storage/images/monsters/28.webp,暗闇の中で進化した大きなひとつ目を持つ魔物。ぼうぎょ中に手を出すとビリッとやられるぞ。,大きく進化したその目は闇の中でも獲物を逃がさない。ちなみにメーダとは目玉という意味である。,2026-03-12 13:31:03,2026-07-27 13:43:32
29,29,メタッピー,メタッピー,Mecha-Mynah,マシン系,Machine,0,,https://www.d-quest-10.com/detail/a00327.html,/storage/images/monsters/29.webp,人間の監視用に魔物が作った小型の鳥のマシン。ピオラですばやさを上げては先制攻撃をしかけてくるぞ。,人間の監視用に作られたがついつい戦いを挑んでしまい返り討ちにあってしまう。じつはバグの多い欠陥品。,2026-03-12 13:31:06,2026-07-27 13:43:35
30,30,ボーンバット,ボーンバット,Bone Bat,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00296.html,/storage/images/monsters/30.webp,人間に倒された魔物の骨に魂が宿りよみがえったアンデッドのモンスター。呪い攻撃をしかけてくる。,なにを隠そう生きてる時はかわいいドラキーだった！骨になってしまうとごらんのありさまである。,2026-03-12 13:31:09,2026-07-27 13:43:38
31,31,ホイミスライム,ホイミスライム,Healslime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00291.html,/storage/images/monsters/31.webp,仲間がピンチになるとすかさずホイミで助ける心優しい スライムの仲間。モンスター界の人気者。,同時に ２匹の魔物から助けを呼ばれてしまいどうしていいか困ることも。人気があるのもツライのだ。,2026-03-12 13:31:12,2026-07-27 13:43:41
32,32,どくイモムシ,ドクイモムシ,Illerpillar,虫系,Insect,0,,https://www.d-quest-10.com/detail/a00194.html,/storage/images/monsters/32.webp,深い緑の体色を持ち毒の息をはきだすイモムシ。動きはのろいが高いＨＰに苦労するだろう。,エサの毒草を食べることで毒の息をはくようになった。いつか美しいチョウになって羽ばたく日を夢見ている。,2026-03-12 13:31:17,2026-07-27 13:43:45
33,33,ブラウニー,ブラウニー,Brownie,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00257.html,/storage/images/monsters/33.webp,テンションを上げて戦う小型の魔物ファイター。小さな身体を使った回転技もくりだしてくる。,おにこんぼう先輩にあこがれポーズをマネしている。強くなったら先輩の棍棒をゆずってもらう約束だ。,2026-03-12 13:31:20,2026-07-27 13:43:48
34,34,おにこぞう,オニコゾウ,Pickayune,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00042.html,/storage/images/monsters/34.webp,マヌーサでこちらを惑わせ熱いブレスを吹いたり挑発してきたりする血の気が多い小さな鬼。,晩ご飯が嫌いなメニューだとツノまで真っ赤にしてかんしゃくを起こすワガママなゆとり魔物。,2026-03-12 13:31:23,2026-07-27 13:43:51
35,35,リリパット,リリパット,Bodkin Archer,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00351.html,/storage/images/monsters/35.webp,森林の植物を愛する弓を持った小柄な魔物。スカラを唱えて向かってくる用心深い性格の持ち主。,沿道に種をまいているが踏みつける旅人が多くちょっとご立腹。芽の出ないエコロジスト。,2026-03-12 13:31:27,2026-07-27 13:43:54
36,36,つちわらし,ツチワラシ,Lickspittle,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00177.html,/storage/images/monsters/36.webp,だらしなく伸びた舌が特徴。ホイミスライムや同族に助けを求めながら戦うずるがしこいモンスター。,土をなめるのが大好きで立ったまま味見できるよう舌がなが～く進化した。ドワチャッカの土が大好物。,2026-03-12 13:31:30,2026-07-27 13:43:58
37,37,ぬすっとウサギ,ヌスットウサギ,Robber Rabbit,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00215.html,/storage/images/monsters/37.webp,農作物を盗んで生活している道を外れた野良ウサギ。修羅場をくぐって身につけたドロップキックが得意技。,見るからにこわい外見だがマスクの下はわりと童顔。そのつぶらな瞳でじっと見つめ返してくるという。,2026-03-12 13:31:39,2026-07-27 13:44:01
38,38,フェアリードラゴン,フェアリードラゴン,Damselfly,ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00249.html,/storage/images/monsters/38.webp,チョウの羽を生やしたドラゴンの変種。ラリホーを唱えたり火の玉をはいたりしてくる。,恋のシーズンになるとオスは大きな羽を広げてメスへの愛をアピールする。美しさで勝負が決まるのだ。,2026-03-12 13:31:43,2026-07-27 13:44:04
39,39,キャタピラー,キャタピラー,Killerpillar,虫系,Insect,0,,https://www.d-quest-10.com/detail/a00066.html,/storage/images/monsters/39.webp,高い守備力に定評がある巨大なイモムシの魔物。ネバネバした糸をはきこちらの動きを封じてくる。,産卵間近のメスはものすごくキゲンが悪くよくオスをいじめるらしい。虫の世界も男はつらいよ。,2026-03-12 13:31:48,2026-07-27 13:44:07
40,40,もみじこぞう,モミジコゾウ,Leafy Larrikin,植物系,Plant,0,,https://www.d-quest-10.com/detail/a00339.html,/storage/images/monsters/40.webp,もみじの葉のような妖怪。仲間を集めて襲いかかり攻撃してもひらひら避けてなかなか当たらない。,５本の足それぞれに下駄を履くのは大変なので脱ぐときはいつもきっちりそろえることにしている。,2026-03-12 13:31:51,2026-07-27 13:44:10
41,41,どくろあらい,ドクロアライ,Haardvark,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00197.html,/storage/images/monsters/41.webp,気に入った骨を持ち歩く邪悪なカンガルー。どくろに宿る魔力を使って呪い攻撃をしかけてくる。,マイどくろはマメに洗ってとても大事にしている。マクラにしたり食器にしたりとっても便利なのだ。,2026-03-12 13:31:54,2026-07-27 13:44:14
42,42,さまようたましい,サマヨウタマシイ,Lost Soul,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00116.html,/storage/images/monsters/42.webp,死してなお未練が消えずこの世をさまよいつづける悲しいたましい。悩みぬいた末自爆する。,まごまごしている時に耳を寄せてみると孫は元気かのう……とポツリ。お孫さんが心配みたい。,2026-03-12 13:31:57,2026-07-27 13:44:18
43,43,シールドこぞう,シールドコゾウ,Leery Lout,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00122.html,/storage/images/monsters/43.webp,顔がついた盾にかくれながら攻撃してくるモンスター。ひとたび怒るとその盾が火の息をはきちらす。,かわいい顔をしているので相手になめられないようこわい顔がついた盾を使ってハクをつけている。,2026-03-12 13:32:00,2026-07-27 13:44:21
44,44,メタルスライム,メタルスライム,Metal Slime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00328.html,/storage/images/monsters/44.webp,とても経験値が高いのでよく旅人に狙われる。そのため 旅人の顔を見るとまたたく間に逃げてしまう。,メタルスライムの間では逃げる前に 何発 旅人にメラを当てられるかで勇敢さが決まるという。,2026-03-12 13:32:04,2026-07-27 13:44:24
45,45,ゴールデントーテム,ゴールデントーテム,Gem Jamboree,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00102.html,/storage/images/monsters/45.webp,セレブなスライムが結託し金ピカな記念タワーとなった。倒すと ちょっぴりリッチな気分に ひたれる。,黄金の ぷるぷるボディは社交界でも あこがれの存在。コイツらをペットにするのがお嬢様たちのステータス。,2026-03-12 13:32:07,2026-07-27 13:44:27
46,46,おおくちばし,オオクチバシ,Beakon,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00039.html,/storage/images/monsters/46.webp,巨大なクチバシを持った不気味な鳥の魔物。怒ると自慢の脚力を活かし飛びあがって攻撃してくる。,より速く走るために翼という重荷を捨てた。スピードの魔に魅入られて今日も一陣の風となる。,2026-03-12 13:32:10,2026-07-27 13:44:31
47,47,ギズモ,ギズモ,Cumaulus,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00062.html,/storage/images/monsters/47.webp,モコモコとした雲の魔物。手を出すとさぁっと広がりこちらの攻撃をかわす。雷も操るので要注意だ。,風の強い日は遠くに飛ばされ迷子になったギズモを見かけることができるかも。雲の身体も大変なのだ,2026-03-12 13:32:13,2026-07-27 13:44:34
48,48,アルミラージ,アルミラージ,Spiked Hare,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00014.html,/storage/images/monsters/48.webp,チカラをためて攻撃してくるだけではなくラリホーも唱えて戦うずるがしこい魔獣。,誰かれかまわずツノを向けて突進してくる体当たりの攻撃が原因で全身が紫色にはれたという。,2026-03-12 13:32:16,2026-07-27 13:44:37
49,49,ピッキー,ピッキー,Bludgerigar,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00235.html,/storage/images/monsters/49.webp,あざやかな色の羽と凶暴な性格を持つ鳥魔物。ドルマやルカナンを使いこなすかしこいヤツ。,自分の羽根で巣を作るためピッキーの巣は超カラフル。卵を産む季節になると草原が彩りに満たされる。,2026-03-12 13:32:20,2026-07-27 13:44:40
50,50,どんぐりベビー,ドングリベビー,Mitey Oak,植物系,Plant,0,,https://www.d-quest-10.com/detail/a00208.html,/storage/images/monsters/50.webp,まるい身体がかわいらしい草原に暮らす木の精霊。頭に生えた赤い葉っぱをとても大切にしている。,誰が一番大きくなるかみんなで競争しているがそこはどんぐりの背比べ。たいした違いはない。,2026-03-12 13:32:23,2026-07-27 13:44:44
51,51,はぐれメタル,ハグレメタル,Liquid Metal Slime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00361.html,/storage/images/monsters/51.webp,高い守備力と すばやさは魔物たちの中でもピカイチ。逃がさずに 見事倒せばスゴイ経験値をゲットだ！,そのメタルボディは形を自由に変えられるためメタルスライムのフリをしてこっそり遊んでいることも。,2026-03-12 13:32:27,2026-07-27 13:44:47
52,52,メイジドラキー,メイジドラキー,Drackolyte,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00323.html,/storage/images/monsters/52.webp,いろんな呪文を身につけひとまわり成長して魔界から舞い戻ってきたピンク色のドラキー。,長くつらい修行を終えて魔界から戻ってきたのに他のドラキーたちからはすっかり忘れ去られていた。,2026-03-12 13:32:30,2026-07-27 13:44:50
53,53,しびれだんびら,シビレダンビラ,Paralyslicer,物質系,Material,0,,https://www.d-quest-10.com/detail/a00132.html,/storage/images/monsters/53.webp,全身にマヒ毒がぬってあるおそろしい大太刀の悪魔。みがきをかけた身体で出くわした旅人に斬りつける。,しびれだんびらを使えば斬ると同時にマヒして痛みを感じないのでは？と一部の医者が注目している。,2026-03-12 13:32:35,2026-07-27 13:44:53
54,54,びっくりサタン,ビックリサタン,Dancing Devil,悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00240.html,/storage/images/monsters/54.webp,悪魔でありながらその性格はきわめて明るい。楽しそうな踊りにつられないように！,魔界のダンスコンテストに向け仲間と一緒に猛特訓中。奇妙な動きなら負けないぞ！ライバルはナスビナーラ。,2026-03-12 13:32:40,2026-07-27 13:44:57
55,55,ふくまねき,フクマネキ,Fortune Weaver,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00407.html,/storage/images/monsters/55.webp,魔法の迷宮に住んでいるふくびきの精霊。倒すことができれば報酬のふくびき券が増えるらしい。,魔法の迷宮のふくびき券はすべて彼が発行しているとか。旅のコンシェルジュとの癒着がウワサされている。,2026-03-12 13:32:42,2026-07-27 13:45:00
56,56,ふゆうじゅ,フユウジュ,Monolog,植物系,Plant,0,,https://www.d-quest-10.com/detail/a00254.html,/storage/images/monsters/56.webp,羽が生えた切り株の魔物。メダパニを唱えてこちらを混乱させてくるいやらしいヤツ。,羽が生えて自由を得たとふゆうじゅは思った。だが結局は魔物の命令に従うふじゆうな人生が待っていた。,2026-03-12 13:32:45,2026-07-27 13:45:03
57,57,チャームバット,チャームバット,Charm Bat,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00175.html,/storage/images/monsters/57.webp,目の奥からはなたれる魅惑の視線にとりつかれると彼女の手足として操られる。ピンクの身体が自慢らしい。,そのあやしい目つきとピンクの身体から察するにお色気担当と思われるが骨だけに身のない話だ。,2026-03-12 13:32:48,2026-07-27 13:45:06
58,58,どくやずきん,ドクヤズキン,Bodkin Fletcher,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00196.html,/storage/images/monsters/58.webp,毒をぬった矢を撃って獲物を射止める狩人。仲間を呼ぶこともあるのですばやく倒そう。,毒矢を切らさないためにいつもバブルスライムをフトコロにしのばせて一緒に旅をしているという。,2026-03-12 13:32:51,2026-07-27 13:45:10
59,59,しびれくらげ,シビレクラゲ,Man o' War,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00131.html,/storage/images/monsters/59.webp,海をのんきにただようのんびりした性格のクラゲ。油断してるとマヒ攻撃を受け何もできなくなるぞ。,たまに大量のしびれくらげが網にかかり漁師を困らせる。中にはとてつもなく大きなしびれくらげもいるという。,2026-03-12 13:32:54,2026-07-27 13:45:13
60,60,メタルブラザーズ,メタルブラザーズ,Metal Medley,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00360.html,/storage/images/monsters/60.webp,俊足自慢のメタルスライムが積み重なって 速さも３倍！メラストームをはなって華麗に逃げ去っていく。,一番下は苦労人の長男。真ん中は道楽者の次男。一番上は世渡り上手の三男。魔物界でも末っ子は強い。,2026-03-12 13:32:58,2026-07-27 13:45:16
61,61,マドハンド,マドハンド,Muddy Hand,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00316.html,/storage/images/monsters/61.webp,人の手の形をしたモンスター。手まねきをしてつぎつぎと仲間を呼んでは戦闘を長引かせてくる。,マッドフィンガーという魔物にちょくちょく呼びだされては浮き足立って駆けつける。マドハンドにも春到来か！？,2026-03-12 13:33:01,2026-07-27 13:45:19
62,62,ポイズントリル,ポイズントリル,Poison Trill,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00288.html,/storage/images/monsters/62.webp,紫色のボディにため込んだ毒気をはいて攻撃してくる。姿かたちは愛らしいが中身は毒々しい悪霊。,ドングリまなことおちょぼグチのトボけた顔で他の魔物がおどろくようなえげつない毒舌をふるう。,2026-03-12 13:33:04,2026-07-27 13:45:23
63,63,おばけヒトデ,オバケヒトデ,Scarfish,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00046.html,/storage/images/monsters/63.webp,ブーメランのように飛んで人を襲う巨大なヒトデ。覚えたてのふしぎなおどりでＭＰをうばっていくぞ。,鋭く頑丈な歯を持っておりサンゴや貝がらをバキバキと食べるという。とりわけウニが大好物。,2026-03-12 13:33:07,2026-07-27 13:45:26
64,64,メタルキング,メタルキング,Metal King Slime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00377.html,/storage/images/monsters/64.webp,その巨体に秘められたとんでもない経験値に魅せられ幾多の冒険者が追い求めるみんな大好き メタルの王！,まぼろしの経験値のせいで最近 乱獲が続いているとか。,2026-03-12 13:33:11,2026-07-27 13:45:29
65,66,たけやりへい,タケヤリヘイ,Bambooligan,マシン系,Machine,0,,https://www.d-quest-10.com/detail/a00167.html,/storage/images/monsters/65.webp,竹やりをかまえた謎の兵士。仲間同士でおうえんしあい竹林を荒らそうとする者を必死でくい止めようとする。,竹林は自分の故郷であり魂の帰る場所っスから……。たけやりへいは竹林にありっタケの想いをササぐ。,2026-03-12 13:33:17,2026-07-27 13:45:36
66,67,しのどれい,シノドレイ,Dead Resident,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00130.html,/storage/images/monsters/66.webp,奴隷のまま死んでしまいその怨念でゾンビと化した。足の鉄球で攻撃したり呪いをかけてきたりする。,死んで骨になった今でも足の鉄球がはずれない。呪われし運命に囚われた哀れな死の奴隷。,2026-03-12 13:33:19,2026-07-27 13:45:39
67,68,ゆめにゅうどう,ユメニュウドウ,Napir,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00341.html,/storage/images/monsters/67.webp,まくらを抱えて現れるいやらしい目つきの魔獣。旅人を眠らせその夢を食べるという。,相手を眠らせるのが得意なゆめにゅうどうだが昨今なにかと心配事が多く不眠症で悩んでいる。,2026-03-12 13:33:25,2026-07-27 13:45:42
68,69,くみひもこぞう,クミヒモコゾウ,String Fella,物質系,Material,0,,https://www.d-quest-10.com/detail/a00084.html,/storage/images/monsters/68.webp,かまってほしくて絡んでくるいたずらっこのモンスター。ハンマーで攻撃してきたりロープでしめあげてくる。,高名な職人が編んだくみひもに魂が宿った。こう見えてもともとはセレブ御用達の高級品。,2026-03-12 13:33:31,2026-07-27 13:45:45
69,70,グレムリン,グレムリン,Gremlin,悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00091.html,/storage/images/monsters/69.webp,一人前の魔族を目指し人間を襲う小悪魔。覚えたてのホイミは自分にしか使わない。,一人前になるまでは強い魔物に弟子入りしてその使い魔になるという。見た目によらず努力家だ。,2026-03-12 13:33:33,2026-07-27 13:45:48
70,71,ぐんたいガニ,グンタイガニ,Crabid,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00092.html,/storage/images/monsters/70.webp,じょうぶなハサミとこうらを持つカニの魔物。次から次へと仲間を呼び群れで襲いかかってくる。,ぐんたいガニというがそれほど上下関係はない。みんな仲良しなので一緒にいるのが好きなだけ。,2026-03-12 13:33:36,2026-07-27 13:45:51
