id,monster_id,drop_target_type,drop_target_id,drop_type,sort_order,created_at,updated_at
91,795,item,738,rare,2,"2026-03-12 12:27:44","2026-03-12 12:27:44"
92,795,orb,199,orb,1,"2026-03-12 12:27:44","2026-03-12 12:27:44"
93,795,equipment,1504,equipment,1,"2026-03-12 12:27:44","2026-03-12 12:27:44"
94,224,item,686,normal,1,"2026-03-12 12:27:47","2026-03-12 12:27:47"
95,224,item,1478,rare,2,"2026-03-12 12:27:47","2026-03-12 12:27:47"
96,224,orb,9,orb,1,"2026-03-12 12:27:47","2026-03-12 12:27:47"
97,224,equipment,151,equipment,1,"2026-03-12 12:27:47","2026-03-12 12:27:47"
98,250,item,716,normal,1,"2026-03-12 12:27:49","2026-03-12 12:27:49"
99,250,item,976,rare,2,"2026-03-12 12:27:49","2026-03-12 12:27:49"
100,250,orb,9,orb,1,"2026-03-12 12:27:49","2026-03-12 12:27:49"
101,250,equipment,269,equipment,1,"2026-03-12 12:27:49","2026-03-12 12:27:49"
102,336,item,392,normal,1,"2026-03-12 12:27:52","2026-03-12 12:27:52"
103,336,item,1197,rare,2,"2026-03-12 12:27:52","2026-03-12 12:27:52"
104,336,orb,498,orb,1,"2026-03-12 12:27:52","2026-03-12 12:27:52"
105,336,orb,501,orb,2,"2026-03-12 12:27:52","2026-03-12 12:27:52"
106,336,orb,502,orb,3,"2026-03-12 12:27:52","2026-03-12 12:27:52"
107,336,equipment,119,equipment,1,"2026-03-12 12:27:52","2026-03-12 12:27:52"
108,784,item,629,normal,1,"2026-03-12 12:27:54","2026-03-12 12:27:54"
109,784,item,565,rare,2,"2026-03-12 12:27:54","2026-03-12 12:27:54"
110,784,orb,482,orb,1,"2026-03-12 12:27:54","2026-03-12 12:27:54"
111,784,equipment,179,equipment,1,"2026-03-12 12:27:54","2026-03-12 12:27:54"
112,758,item,207,normal,1,"2026-03-12 12:27:56","2026-03-12 12:27:56"
113,758,item,487,rare,1,"2026-03-12 12:27:56","2026-03-20 18:45:43"
114,758,orb,371,orb,1,"2026-03-12 12:27:56","2026-03-12 12:27:56"
115,758,equipment,28,equipment,1,"2026-03-12 12:27:56","2026-03-12 12:27:56"
116,346,item,762,normal,1,"2026-03-12 12:27:58","2026-03-12 12:27:58"
117,346,item,805,rare,2,"2026-03-12 12:27:58","2026-03-12 12:27:58"
118,346,orb,2,orb,1,"2026-03-12 12:27:58","2026-03-12 12:27:58"
119,346,orb,391,orb,2,"2026-03-12 12:27:58","2026-03-12 12:27:58"
120,346,orb,527,orb,3,"2026-03-12 12:27:58","2026-03-12 12:27:58"
121,346,equipment,18,equipment,1,"2026-03-12 12:27:58","2026-03-12 12:27:58"
122,393,item,720,normal,1,"2026-03-12 12:28:00","2026-03-12 12:28:00"
124,393,orb,97,orb,1,"2026-03-12 12:28:00","2026-03-12 12:28:00"
125,393,orb,370,orb,2,"2026-03-12 12:28:00","2026-03-12 12:28:00"
126,393,orb,415,orb,3,"2026-03-12 12:28:00","2026-03-12 12:28:00"
127,393,equipment,175,equipment,1,"2026-03-12 12:28:00","2026-03-12 12:28:00"
128,393,equipment,172,equipment,2,"2026-03-12 12:28:00","2026-03-12 12:28:00"
129,441,item,845,normal,1,"2026-03-12 12:28:02","2026-03-12 12:28:02"
130,441,item,876,rare,2,"2026-03-12 12:28:02","2026-03-12 12:28:02"
131,441,orb,116,orb,1,"2026-03-12 12:28:02","2026-03-12 12:28:02"
132,441,orb,336,orb,2,"2026-03-12 12:28:02","2026-03-12 12:28:02"
133,441,orb,354,orb,3,"2026-03-12 12:28:02","2026-03-12 12:28:02"
134,441,equipment,12,equipment,1,"2026-03-12 12:28:02","2026-03-12 12:28:02"
135,441,equipment,11,equipment,2,"2026-03-12 12:28:02","2026-03-12 12:28:02"
136,559,item,746,normal,1,"2026-03-12 12:28:05","2026-03-12 12:28:05"
137,559,item,805,rare,2,"2026-03-12 12:28:05","2026-03-12 12:28:05"
138,559,orb,412,orb,1,"2026-03-12 12:28:05","2026-03-12 12:28:05"
139,559,orb,418,orb,2,"2026-03-12 12:28:05","2026-03-12 12:28:05"
140,559,orb,529,orb,3,"2026-03-12 12:28:05","2026-03-12 12:28:05"
141,559,equipment,456,equipment,1,"2026-03-12 12:28:05","2026-03-12 12:28:05"
142,559,equipment,455,equipment,2,"2026-03-12 12:28:05","2026-03-12 12:28:05"
143,71,item,698,normal,1,"2026-03-12 12:28:07","2026-03-12 12:28:07"
144,71,item,703,rare,2,"2026-03-12 12:28:07","2026-03-12 12:28:07"
145,71,orb,9,orb,1,"2026-03-12 12:28:07","2026-03-12 12:28:07"
146,71,equipment,279,equipment,1,"2026-03-12 12:28:07","2026-03-12 12:28:07"
147,733,item,781,normal,1,"2026-03-12 12:28:10","2026-03-12 12:28:10"
148,733,item,745,rare,2,"2026-03-12 12:28:10","2026-03-12 12:28:10"
149,733,orb,9,orb,1,"2026-03-12 12:28:10","2026-03-12 12:28:10"
150,733,equipment,76,equipment,1,"2026-03-12 12:28:10","2026-03-12 12:28:10"
151,367,item,762,normal,1,"2026-03-12 12:28:12","2026-03-12 12:28:12"
152,367,item,676,rare,2,"2026-03-12 12:28:12","2026-03-12 12:28:12"
153,367,orb,47,orb,1,"2026-03-12 12:28:12","2026-03-12 12:28:12"
154,367,orb,166,orb,2,"2026-03-12 12:28:12","2026-03-12 12:28:12"
155,367,orb,391,orb,3,"2026-03-12 12:28:12","2026-03-12 12:28:12"
156,367,equipment,380,equipment,1,"2026-03-12 12:28:12","2026-03-12 12:28:12"
157,254,item,840,normal,1,"2026-03-12 12:28:14","2026-03-12 12:28:14"
158,254,item,868,rare,2,"2026-03-12 12:28:14","2026-03-12 12:28:14"
159,254,orb,9,orb,1,"2026-03-12 12:28:14","2026-03-12 12:28:14"
160,254,equipment,1059,equipment,1,"2026-03-12 12:28:14","2026-03-12 12:28:14"
161,254,equipment,1061,equipment,2,"2026-03-12 12:28:14","2026-03-12 12:28:14"
162,646,item,840,normal,1,"2026-03-12 12:28:16","2026-03-12 12:28:16"
163,646,item,868,rare,2,"2026-03-12 12:28:16","2026-03-12 12:28:16"
164,646,orb,187,orb,1,"2026-03-12 12:28:16","2026-03-12 12:28:16"
165,646,orb,316,orb,2,"2026-03-12 12:28:16","2026-03-12 12:28:16"
166,646,orb,383,orb,3,"2026-03-12 12:28:16","2026-03-12 12:28:16"
167,646,equipment,884,equipment,1,"2026-03-12 12:28:16","2026-03-12 12:28:16"
168,646,equipment,885,equipment,2,"2026-03-12 12:28:16","2026-03-12 12:28:16"
169,646,equipment,886,equipment,3,"2026-03-12 12:28:16","2026-03-12 12:28:16"
170,796,item,646,normal,1,"2026-03-12 12:28:18","2026-03-12 12:28:18"
171,796,item,654,rare,2,"2026-03-12 12:28:18","2026-03-12 12:28:18"
172,796,orb,164,orb,1,"2026-03-12 12:28:18","2026-03-12 12:28:18"
173,796,equipment,858,equipment,1,"2026-03-12 12:28:18","2026-03-12 12:28:18"
174,796,equipment,859,equipment,2,"2026-03-12 12:28:18","2026-03-12 12:28:18"
175,796,equipment,860,equipment,3,"2026-03-12 12:28:18","2026-03-12 12:28:18"
176,147,item,20,normal,1,"2026-03-12 12:28:20","2026-03-12 12:28:20"
177,147,item,1083,rare,2,"2026-03-12 12:28:20","2026-03-12 12:28:20"
178,147,orb,9,orb,1,"2026-03-12 12:28:20","2026-03-12 12:28:20"
179,147,equipment,1487,equipment,1,"2026-03-12 12:28:20","2026-03-12 12:28:20"
180,790,item,649,normal,1,"2026-03-12 12:28:22","2026-03-12 12:28:22"
181,790,item,644,rare,2,"2026-03-12 12:28:22","2026-03-12 12:28:22"
182,790,orb,375,orb,1,"2026-03-12 12:28:22","2026-03-12 12:28:22"
183,790,equipment,257,equipment,1,"2026-03-12 12:28:22","2026-03-12 12:28:22"
184,790,equipment,255,equipment,2,"2026-03-12 12:28:22","2026-03-12 12:28:22"
185,592,item,548,normal,1,"2026-03-12 12:28:27","2026-03-12 12:28:27"
186,592,item,687,rare,2,"2026-03-12 12:28:27","2026-03-12 12:28:27"
187,592,orb,96,orb,1,"2026-03-12 12:28:27","2026-03-12 12:28:27"
188,592,orb,329,orb,2,"2026-03-12 12:28:27","2026-03-12 12:28:27"
189,592,orb,453,orb,3,"2026-03-12 12:28:27","2026-03-12 12:28:27"
190,592,equipment,290,equipment,1,"2026-03-12 12:28:27","2026-03-12 12:28:27"
191,738,item,1555,normal,1,"2026-03-12 12:28:29","2026-03-12 12:28:29"
192,738,item,487,rare,2,"2026-03-12 12:28:29","2026-03-12 12:28:29"
193,738,orb,240,orb,1,"2026-03-12 12:28:29","2026-03-12 12:28:29"
194,738,equipment,1525,equipment,1,"2026-03-12 12:28:29","2026-03-12 12:28:29"
195,48,item,392,normal,1,"2026-03-12 12:28:31","2026-03-12 12:28:31"
197,48,orb,9,orb,1,"2026-03-12 12:28:31","2026-03-12 12:28:31"
198,48,equipment,160,equipment,1,"2026-03-12 12:28:31","2026-03-12 12:28:31"
199,134,item,33,normal,1,"2026-03-12 12:28:34","2026-03-12 12:28:34"
200,134,item,638,rare,2,"2026-03-12 12:28:34","2026-03-12 12:28:34"
201,134,orb,9,orb,1,"2026-03-12 12:28:34","2026-03-12 12:28:34"
202,134,equipment,477,equipment,1,"2026-03-12 12:28:34","2026-03-12 12:28:34"
203,96,item,412,normal,1,"2026-03-12 12:28:36","2026-03-12 12:28:36"
204,96,item,1135,rare,2,"2026-03-12 12:28:36","2026-03-12 12:28:36"
205,96,orb,9,orb,1,"2026-03-12 12:28:36","2026-03-12 12:28:36"
206,96,equipment,1545,equipment,1,"2026-03-12 12:28:36","2026-03-12 12:28:36"
207,636,item,699,normal,1,"2026-03-12 12:28:38","2026-03-12 12:28:38"
208,636,item,833,rare,2,"2026-03-12 12:28:38","2026-03-12 12:28:38"
209,636,orb,81,orb,1,"2026-03-12 12:28:38","2026-03-12 12:28:38"
210,636,orb,183,orb,2,"2026-03-12 12:28:38","2026-03-12 12:28:38"
211,636,orb,141,orb,3,"2026-03-12 12:28:38","2026-03-12 12:28:38"
212,636,equipment,868,equipment,1,"2026-03-12 12:28:38","2026-03-12 12:28:38"
213,636,equipment,870,equipment,2,"2026-03-12 12:28:38","2026-03-12 12:28:38"
214,636,equipment,872,equipment,3,"2026-03-12 12:28:38","2026-03-12 12:28:38"
215,797,item,690,normal,1,"2026-03-12 12:28:42","2026-03-12 12:28:42"
216,797,item,677,rare,2,"2026-03-12 12:28:42","2026-03-12 12:28:42"
217,797,orb,57,orb,1,"2026-03-12 12:28:42","2026-03-12 12:28:42"
218,797,orb,103,orb,2,"2026-03-12 12:28:42","2026-03-12 12:28:42"
219,797,orb,321,orb,3,"2026-03-12 12:28:42","2026-03-12 12:28:42"
220,797,equipment,49,equipment,1,"2026-03-12 12:28:42","2026-03-12 12:28:42"
221,797,equipment,48,equipment,2,"2026-03-12 12:28:42","2026-03-12 12:28:42"
222,797,equipment,47,equipment,3,"2026-03-12 12:28:42","2026-03-12 12:28:42"
223,635,item,802,normal,1,"2026-03-12 12:28:47","2026-03-12 12:28:47"
224,635,item,752,rare,2,"2026-03-12 12:28:47","2026-03-12 12:28:47"
225,635,orb,472,orb,1,"2026-03-12 12:28:47","2026-03-12 12:28:47"
226,635,orb,483,orb,2,"2026-03-12 12:28:47","2026-03-12 12:28:47"
227,635,equipment,844,equipment,1,"2026-03-12 12:28:47","2026-03-12 12:28:47"
228,635,equipment,845,equipment,2,"2026-03-12 12:28:47","2026-03-12 12:28:47"
229,330,item,664,normal,1,"2026-03-12 12:28:49","2026-03-12 12:28:49"
230,330,item,861,rare,2,"2026-03-12 12:28:49","2026-03-12 12:28:49"
231,330,orb,78,orb,1,"2026-03-12 12:28:49","2026-03-12 12:28:49"
232,330,orb,445,orb,2,"2026-03-12 12:28:49","2026-03-12 12:28:49"
233,330,orb,447,orb,3,"2026-03-12 12:28:49","2026-03-12 12:28:49"
234,330,equipment,923,equipment,1,"2026-03-12 12:28:49","2026-03-12 12:28:49"
235,330,equipment,925,equipment,2,"2026-03-12 12:28:49","2026-03-12 12:28:49"
236,327,item,651,normal,1,"2026-03-12 12:28:51","2026-03-12 12:28:51"
237,327,item,611,rare,2,"2026-03-12 12:28:51","2026-03-12 12:28:51"
238,327,orb,79,orb,1,"2026-03-12 12:28:51","2026-03-12 12:28:51"
239,327,orb,195,orb,2,"2026-03-12 12:28:51","2026-03-12 12:28:51"
240,327,orb,355,orb,3,"2026-03-12 12:28:51","2026-03-12 12:28:51"
241,327,equipment,12,equipment,1,"2026-03-12 12:28:51","2026-03-12 12:28:51"
242,327,equipment,11,equipment,2,"2026-03-12 12:28:51","2026-03-12 12:28:51"
243,327,equipment,10,equipment,3,"2026-03-12 12:28:51","2026-03-12 12:28:51"
244,190,item,760,normal,1,"2026-03-12 12:28:54","2026-03-12 12:28:54"
245,190,item,781,rare,2,"2026-03-12 12:28:54","2026-03-12 12:28:54"
246,124,item,652,normal,1,"2026-03-12 12:28:56","2026-03-12 12:28:56"
247,124,item,861,rare,2,"2026-03-12 12:28:56","2026-03-12 12:28:56"
248,124,orb,9,orb,1,"2026-03-12 12:28:56","2026-03-12 12:28:56"
249,124,equipment,198,equipment,1,"2026-03-12 12:28:56","2026-03-12 12:28:56"
250,111,item,732,normal,1,"2026-03-12 12:28:58","2026-03-12 12:28:58"
251,111,item,551,rare,2,"2026-03-12 12:28:58","2026-03-12 12:28:58"
252,111,orb,9,orb,1,"2026-03-12 12:28:58","2026-03-12 12:28:58"
253,111,equipment,277,equipment,1,"2026-03-12 12:28:58","2026-03-12 12:28:58"
254,567,item,773,normal,1,"2026-03-12 12:29:01","2026-03-12 12:29:01"
255,567,item,752,rare,2,"2026-03-12 12:29:01","2026-03-12 12:29:01"
256,567,orb,4,orb,1,"2026-03-12 12:29:01","2026-03-12 12:29:01"
257,567,orb,134,orb,2,"2026-03-12 12:29:01","2026-03-12 12:29:01"
258,567,orb,365,orb,3,"2026-03-12 12:29:01","2026-03-12 12:29:01"
259,567,equipment,889,equipment,1,"2026-03-12 12:29:01","2026-03-12 12:29:01"
260,567,equipment,891,equipment,2,"2026-03-12 12:29:01","2026-03-12 12:29:01"
261,394,item,699,normal,1,"2026-03-12 12:29:03","2026-03-12 12:29:03"
262,394,item,1186,rare,2,"2026-03-12 12:29:03","2026-03-12 12:29:03"
263,394,orb,3,orb,1,"2026-03-12 12:29:03","2026-03-12 12:29:03"
264,394,orb,137,orb,2,"2026-03-12 12:29:03","2026-03-12 12:29:03"
265,394,orb,90,orb,3,"2026-03-12 12:29:03","2026-03-12 12:29:03"
266,394,equipment,951,equipment,1,"2026-03-12 12:29:03","2026-03-12 12:29:03"
267,394,equipment,953,equipment,2,"2026-03-12 12:29:03","2026-03-12 12:29:03"
270,1056,orb,310,orb,1,"2026-03-12 12:29:05","2026-03-12 12:29:05"
271,1056,orb,399,orb,2,"2026-03-12 12:29:05","2026-03-12 12:29:05"
272,1056,equipment,258,equipment,1,"2026-03-12 12:29:05","2026-03-12 12:29:05"
273,424,item,731,normal,1,"2026-03-12 12:29:07","2026-03-12 12:29:07"
274,424,item,807,rare,2,"2026-03-12 12:29:07","2026-03-12 12:29:07"
275,424,orb,55,orb,1,"2026-03-12 12:29:07","2026-03-12 12:29:07"
276,424,orb,59,orb,2,"2026-03-12 12:29:07","2026-03-12 12:29:07"
277,424,orb,114,orb,3,"2026-03-12 12:29:07","2026-03-12 12:29:07"
278,424,equipment,1013,equipment,1,"2026-03-12 12:29:07","2026-03-12 12:29:07"
279,424,equipment,1014,equipment,2,"2026-03-12 12:29:07","2026-03-12 12:29:07"
280,650,item,731,normal,1,"2026-03-12 12:29:09","2026-03-12 12:29:09"
281,650,item,883,rare,2,"2026-03-12 12:29:09","2026-03-12 12:29:09"
282,650,orb,95,orb,1,"2026-03-12 12:29:09","2026-03-12 12:29:09"
283,650,orb,479,orb,2,"2026-03-12 12:29:09","2026-03-12 12:29:09"
284,650,orb,496,orb,3,"2026-03-12 12:29:09","2026-03-12 12:29:09"
285,650,equipment,774,equipment,1,"2026-03-12 12:29:09","2026-03-12 12:29:09"
286,650,equipment,776,equipment,2,"2026-03-12 12:29:09","2026-03-12 12:29:09"
287,650,equipment,778,equipment,3,"2026-03-12 12:29:09","2026-03-12 12:29:09"
288,3,item,749,normal,1,"2026-03-12 12:29:11","2026-03-12 12:29:11"
289,3,item,567,rare,2,"2026-03-12 12:29:11","2026-03-12 12:29:11"
290,3,orb,9,orb,1,"2026-03-12 12:29:11","2026-03-12 12:29:11"
291,3,equipment,482,equipment,1,"2026-03-12 12:29:11","2026-03-12 12:29:11"
292,392,item,816,normal,1,"2026-03-12 12:29:13","2026-03-12 12:29:13"
293,392,item,838,rare,2,"2026-03-12 12:29:13","2026-03-12 12:29:13"
294,392,orb,24,orb,1,"2026-03-12 12:29:13","2026-03-12 12:29:13"
295,392,orb,422,orb,2,"2026-03-12 12:29:13","2026-03-12 12:29:13"
296,392,orb,516,orb,3,"2026-03-12 12:29:13","2026-03-12 12:29:13"
297,392,equipment,456,equipment,1,"2026-03-12 12:29:13","2026-03-12 12:29:13"
298,8,item,800,normal,1,"2026-03-12 12:29:16","2026-03-12 12:29:16"
299,8,item,826,rare,2,"2026-03-12 12:29:16","2026-03-12 12:29:16"
300,8,orb,9,orb,1,"2026-03-12 12:29:16","2026-03-12 12:29:16"
301,8,equipment,161,equipment,1,"2026-03-12 12:29:16","2026-03-12 12:29:16"
302,400,item,800,normal,1,"2026-03-12 12:29:18","2026-03-12 12:29:18"
303,400,item,834,rare,2,"2026-03-12 12:29:18","2026-03-12 12:29:18"
304,400,orb,7,orb,1,"2026-03-12 12:29:18","2026-03-12 12:29:18"
305,400,orb,201,orb,2,"2026-03-12 12:29:18","2026-03-12 12:29:18"
306,400,orb,402,orb,3,"2026-03-12 12:29:18","2026-03-12 12:29:18"
307,400,equipment,134,equipment,1,"2026-03-12 12:29:18","2026-03-12 12:29:18"
308,206,item,20,normal,1,"2026-03-12 12:29:20","2026-03-12 12:29:20"
309,206,item,1293,rare,2,"2026-03-12 12:29:20","2026-03-12 12:29:20"
310,206,orb,9,orb,1,"2026-03-12 12:29:20","2026-03-12 12:29:20"
311,206,equipment,1331,equipment,1,"2026-03-12 12:29:20","2026-03-12 12:29:20"
312,206,equipment,1333,equipment,2,"2026-03-12 12:29:20","2026-03-12 12:29:20"
313,604,item,801,normal,1,"2026-03-12 12:29:22","2026-03-12 12:29:22"
314,604,item,649,rare,2,"2026-03-12 12:29:22","2026-03-12 12:29:22"
315,604,orb,190,orb,1,"2026-03-12 12:29:22","2026-03-12 12:29:22"
316,604,orb,330,orb,2,"2026-03-12 12:29:22","2026-03-12 12:29:22"
317,604,orb,429,orb,3,"2026-03-12 12:29:22","2026-03-12 12:29:22"
318,604,equipment,451,equipment,1,"2026-03-12 12:29:22","2026-03-12 12:29:22"
319,604,equipment,450,equipment,2,"2026-03-12 12:29:22","2026-03-12 12:29:22"
320,604,equipment,449,equipment,3,"2026-03-12 12:29:22","2026-03-12 12:29:22"
321,170,item,447,normal,1,"2026-03-12 12:29:24","2026-03-12 12:29:24"
322,170,item,551,rare,2,"2026-03-12 12:29:24","2026-03-12 12:29:24"
323,170,orb,9,orb,1,"2026-03-12 12:29:24","2026-03-12 12:29:24"
324,170,equipment,1511,equipment,1,"2026-03-12 12:29:24","2026-03-12 12:29:24"
325,522,item,840,normal,1,"2026-03-12 12:29:26","2026-03-12 12:29:26"
326,522,item,649,rare,2,"2026-03-12 12:29:26","2026-03-12 12:29:26"
327,522,orb,20,orb,1,"2026-03-12 12:29:26","2026-03-12 12:29:26"
328,522,orb,371,orb,2,"2026-03-12 12:29:26","2026-03-12 12:29:26"
329,522,orb,385,orb,3,"2026-03-12 12:29:26","2026-03-12 12:29:26"
330,522,equipment,863,equipment,1,"2026-03-12 12:29:26","2026-03-12 12:29:26"
331,522,equipment,864,equipment,2,"2026-03-12 12:29:26","2026-03-12 12:29:26"
332,522,equipment,866,equipment,3,"2026-03-12 12:29:26","2026-03-12 12:29:26"
333,200,item,751,normal,1,"2026-03-12 12:29:28","2026-03-12 12:29:28"
334,200,accessory,100,rare,2,"2026-03-12 12:29:28","2026-03-12 12:29:28"
