id,name,name_kana,name_en,buy_price,sell_price,category,created_at,updated_at
126,キングヒドラ練習札,きんぐひどられんしゅうふだ,"King Hydra Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
127,金のおたから花,きんのおたからはな,"Gold Treasurebloom",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
128,金の玉手箱,きんのたまてばこ,"Gold Jewelry Box",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
129,銀のおたから花,ぎんのおたからはな,"Silver Treasurebloom",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
130,グラコスカード,ぐらこすかーど,"Gracos Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
131,グラコス強カード,ぐらこすきょうかーど,"Apex Gracos Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
132,グラコス強メダル,ぐらこすきょうめだる,"Apex Gracos Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
133,グラコスコイン,ぐらこすこいん,"Gracos Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
134,グラコス練習札,ぐらこすれんしゅうふだ,"Gracos Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
135,グランドタイタス丼,ぐらんどたいたすどん,"Grand Titus Bowl",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
136,クレバーココア,くればーここあ,"Clever Cocoa",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
137,グローリーココア,ぐろーりーここあ,"Glory Cocoa",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
138,経験値の古文書・小,けいけんちのこもんじょ・しょう,"Experience Scroll S",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
139,経験値の古文書・職業,けいけんちのこもんじょ・しょくぎょう,"Ancient Tome of Job Experience",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
140,経験値の古文書・大,けいけんちのこもんじょ・だい,"Experience Scroll L",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
141,経験値の古文書・中,けいけんちのこもんじょ・ちゅう,"Experience Scroll M",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
142,経験値の聖典,けいけんちのせいてん,"EXP Scripture",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
143,経験値の秘薬・小,けいけんちのひやく・しょう,"Experience Elixir S",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
144,結界の守護者カード,けっかいのしゅごしゃかーど,"Barrier Guardians Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
145,結界の守護者コイン,けっかいのしゅごしゃこいん,"Barrier Guardians Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
146,結界の守護者メダル,けっかいのしゅごしゃめだる,"Barrier Guardians Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
147,結界の守護者練習札,けっかいのしゅごしゃれんしゅうふだ,"Barrier Guardians Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
148,ゲルニック将軍カード,げるにっくしょうぐんかーど,"Hootingham-Gore Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
149,ゲルニック将軍コイン,げるにっくしょうぐんこいん,"Hootingham-Gore Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
150,ゲルニック将軍メダル,げるにっくしょうぐんめだる,"Hootingham-Gore Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
151,幻界の四諸侯カード,げんかいのよんしょこうかーど,"Dread Fiends Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
152,幻界の四諸侯強カード,げんかいのよんしょこうきょうかーど,"Apex Dread Fiends Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
153,幻界の四諸侯強メダル,げんかいのよんしょこうきょうめだる,"Apex Dread Fiends Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
154,幻界の四諸侯コイン,げんかいのよんしょこうこいん,"Dread Fiends Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
155,幻界の四諸侯練習札,げんかいのよんしょこうれんしゅうふだ,"Dread Fiends Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
156,元気玉,げんきだま,"Bonus Orb",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
157,げんこつアメ,げんこつあめ,Fisticandy,,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
158,けんじゃのいし,けんじゃのいし,"Sage's Stone",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
159,けんじゃのせいすい,けんじゃのせいすい,"Sage's Elixir",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
160,紅葉レンズ,こうようれんず,"Autumn Leaf Lens",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
161,ゴージャスココア,ごーじゃすここあ,"Gorgeous Cocoa",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
162,ゴールドエッグ,ごーるどえっぐ,"Golden Egg",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
163,ゴールドマン衣装券,ごーるどまんいしょうけん,"Gold Golem Voucher",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
164,ご近所なかよしボックス,ごきんじょなかよしぼっくす,"Neighborhood Friend Box",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
165,ゴルスラメダル,ごるすらめだる,"Gem Slime Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
166,ゴレオン将軍カード,ごれおんしょうぐんかーど,"Goreham-Hogg Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
167,ゴレオン将軍コイン,ごれおんしょうぐんこいん,"Goreham-Hogg Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
168,ゴレオン将軍メダル,ごれおんしょうぐんめだる,"Goreham-Hogg Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
169,ゴレオン将軍練習札,ごれおんしょうぐんれんしゅうふだ,"Goreham-Hogg Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
170,コロシアムバーガー,ころしあむばーがー,"Coliseum Burger",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
171,サイキョーVロンコイン,さいきょーVろんこいん,"Ultimate V-Lon Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
172,ザ・キャッツメダル,ざ・きゃっつめだる,"The Cats Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
173,サボテンダーコイン,さぼてんだーこいん,"Cactuar Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
174,ザ・ボーンズメダル,ざ・ぼーんずめだる,"The Bones Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
175,サマーウルフ衣装券,さまーうるふいしょうけん,"Summer Wolf Voucher",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
176,しあわせの玉手箱,しあわせのたまてばこ,"Happiness Jewelry Box",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
177,詩人の玉手箱,しじんのたまてばこ,"Poet's Jewelry Box",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
178,しっかりせんべい,しっかりせんべい,"Firm Rice Cracker",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
179,小元気玉,しょうげんきだま,"Bonus Orb S",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
180,上どくけしそう,じょうどくけしそう,"Strong Antidote",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
181,上やくそう,じょうやくそう,"Strong Medicine",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
182,女王様サブレ,じょおうさまさぶれ,"Queen Biscuit",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
183,ショコラチケット,しょこらちけっと,"Chocolate Ticket",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
184,真・幻界諸侯カード,しん・げんかいしょこうかーど,"True Dread Fiends Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
185,真・幻界諸侯コイン,しん・げんかいしょこうこいん,"True Dread Fiends Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
186,真・幻界諸侯メダル,しん・げんかいしょこうめだる,"True Dread Fiends Medal",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
187,真・幻界諸侯練習札,しん・げんかいしょこうれんしゅうふだ,"True Dread Fiends Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
188,しんこうのたね,しんこうのたね,"Seed of Therapeusis",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
189,水中レンズ,すいちゅうれんず,"Underwater Lens",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
190,スイートココア,すいーとここあ,"Sweet Cocoa",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
191,スキルブック,すきるぶっく,"Skill Book",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
192,スペシャル家具庭具券,すぺしゃるかぐにわぐけん,"Special Decor Ticket",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
193,スペシャルそうび券,すぺしゃるそうびけん,"Special Glamour Ticket",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
194,スペシャルふくびき券,すぺしゃるふくびきけん,"SP Tombola Ticket",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
195,スライダークカード,すらいだーくかーど,"Nemeslime Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
196,スライダークコイン,すらいだーくこいん,"Nemeslime Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
197,スライダーク練習札,すらいだーくれんしゅうふだ,"Nemeslime Tag",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
198,Sジェネラルカード,Sじぇねらるかーど,"S General Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
199,Sジェネラルコイン,Sじぇねらるこいん,"S General Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
200,Sジェネラル練習札,Sじぇねらるれんしゅうふだ,"S General Practice Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
201,Sキラーマシンカード,Sきらーましんかーど,"S Killing Machine Card",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
202,Sキラーマシンコイン,Sきらーましんこいん,"S Killing Machine Coin",,,consumable,"2026-03-12 12:52:25","2026-07-26 16:57:28"
