id,continent_id,name,name_kana,name_en,map_type,source_url,created_at,updated_at
57,11,オルフェア地方東,オルフェアちほうひがし,"Orphea Region East",field,https://dq10.i-k-e.net/map/オルフェア地方東,"2026-03-12 21:06:16","2026-08-04 13:25:23"
58,11,オルフェア地方西,オルフェアちほうにし,"Orphea Region West",dungeon,https://dq10.i-k-e.net/map/オルフェア地方西,"2026-03-12 21:06:18","2026-08-04 13:25:23"
59,11,リンクル地方,リンクルちほう,"Wrinkle Region",field,https://dq10.i-k-e.net/map/リンクル地方,"2026-03-12 21:06:20","2026-08-04 13:25:23"
60,11,ポポリアきのこ山,ポポリアきのこやま,"Popolia Mushroom Mountain",field,https://dq10.i-k-e.net/map/ポポリアきのこ山,"2026-03-12 21:06:22","2026-08-04 13:25:23"
61,11,ミュルエルの森,ミュルエルのもり,"Muruel Forest",field,https://dq10.i-k-e.net/map/ミュルエルの森,"2026-03-12 21:06:24","2026-08-04 13:25:23"
62,11,オルッパ地下洞くつ,オルッパちかどうくつ,"Orppa Cavern",dungeon,https://dq10.i-k-e.net/map/オルッパ地下洞くつ,"2026-03-12 21:06:26","2026-08-04 13:25:23"
63,11,フェルアバの洞くつ,フェルアバのどうくつ,"Felaba Cave",dungeon,https://dq10.i-k-e.net/map/フェルアバの洞くつ,"2026-03-12 21:06:29","2026-08-04 13:25:23"
64,11,風車の丘,ふうしゃのおか,"Windmill Way",field,https://dq10.i-k-e.net/map/風車の丘,"2026-03-12 21:06:31","2026-08-04 13:25:23"
65,11,メギストリス領,メギストリスりょう,"Megistris Territory",field,https://dq10.i-k-e.net/map/メギストリス領,"2026-03-12 21:06:34","2026-08-04 13:25:23"
66,11,エピステーサ丘陵,エピステーサきゅうりょう,"Epistesa Hills",dungeon,https://dq10.i-k-e.net/map/エピステーサ丘陵,"2026-03-12 21:06:36","2026-08-04 13:25:23"
67,11,魔瘴調査区画,ましょうちょうさくかく,"Miasma Survey Area",dungeon,https://dq10.i-k-e.net/map/魔瘴調査区画,"2026-03-12 21:06:38","2026-08-04 13:25:23"
68,11,チョッピ荒野,チョッピこうや,"Choppi Wilderness",field,https://dq10.i-k-e.net/map/チョッピ荒野,"2026-03-12 21:06:40","2026-08-04 13:25:23"
69,11,メギラザの洞くつ,メギラザのどうくつ,"Megilaza Cave",dungeon,https://dq10.i-k-e.net/map/メギラザの洞くつ,"2026-03-12 21:06:42","2026-08-04 13:25:23"
70,11,プペラトンネル,プペラトンネル,"Pupella Tunnel",field,https://dq10.i-k-e.net/map/プペラトンネル,"2026-03-12 21:06:46","2026-08-04 13:25:23"
71,11,銀の森,ぎんのもり,"Silver Forest",field,https://dq10.i-k-e.net/map/銀の森,"2026-03-12 21:06:48","2026-08-04 13:25:23"
72,5,ツスクル平野,ツスクルへいや,"Tsuskuru Plains",field,https://dq10.i-k-e.net/map/ツスクル平野,"2026-03-12 21:06:50","2026-08-04 13:25:23"
73,5,久遠の森,くおんのもり,"Forest of Eternity",field,https://dq10.i-k-e.net/map/久遠の森,"2026-03-12 21:06:52","2026-08-04 13:25:23"
74,5,謎の地下迷宮,なぞのちかめいきゅう,"Underground Maze",dungeon,https://dq10.i-k-e.net/map/謎の地下迷宮,"2026-03-12 21:06:55","2026-08-04 13:25:23"
75,5,キリカ草原,キリカそうげん,"Kirika Steppe",field,https://dq10.i-k-e.net/map/キリカ草原,"2026-03-12 21:06:57","2026-08-04 13:25:23"
76,5,アズラン地方,アズランちほう,"Azlan Region",field,https://dq10.i-k-e.net/map/アズラン地方,"2026-03-12 21:06:59","2026-08-04 13:25:23"
77,5,イナミノ街道,イナミノかいどう,"Inamino Highway",field,https://dq10.i-k-e.net/map/イナミノ街道,"2026-03-12 21:07:01","2026-08-04 13:25:23"
78,5,スイゼン湿原,スイゼンしつげん,"Suizen Marsh",field,https://dq10.i-k-e.net/map/スイゼン湿原,"2026-03-12 21:07:04","2026-08-04 13:25:23"
79,5,モリナラ大森林,モリナラだいしんりん,"Molinara Forest",field,https://dq10.i-k-e.net/map/モリナラ大森林,"2026-03-12 21:07:06","2026-08-04 13:25:23"
80,5,スイのやしろ,スイのやしろ,"Sui Shrine",field,https://dq10.i-k-e.net/map/スイのやしろ,"2026-03-12 21:07:08","2026-08-04 13:25:23"
81,5,スイの塔,スイのとう,"Sui Tower",dungeon,https://dq10.i-k-e.net/map/スイの塔,"2026-03-12 21:07:12","2026-08-04 13:25:23"
82,5,モリナラ地下洞,モリナラちかどう,"Molinara Underground",dungeon,https://dq10.i-k-e.net/map/モリナラ地下洞,"2026-03-12 21:07:14","2026-08-04 13:25:23"
83,5,カミハルムイ領南,カミハルムイりょうみなみ,"Kamiharmui South",field,https://dq10.i-k-e.net/map/カミハルムイ領南,"2026-03-12 21:07:16","2026-08-04 13:25:23"
84,5,カミハルムイ領北,カミハルムイりょうきた,"Kamiharmui North",field,https://dq10.i-k-e.net/map/カミハルムイ領北,"2026-03-12 21:07:18","2026-08-04 13:25:23"
85,5,夢幻の森,むげんのもり,"Dream Forest",field,https://dq10.i-k-e.net/map/夢幻の森,"2026-03-12 21:07:20","2026-08-04 13:25:23"
86,5,落陽の草原,らくようのそうげん,"Sunset Meadow",field,https://dq10.i-k-e.net/map/落陽の草原,"2026-03-12 21:07:23","2026-08-04 13:25:23"
87,5,呪われた大地,のろわれただいち,"Cursed Land",field,https://dq10.i-k-e.net/map/呪われた大地,"2026-03-12 21:07:25","2026-08-04 13:25:23"
88,5,捨てられた城,すてられたしろ,"Abandoned Castle",town,https://dq10.i-k-e.net/map/捨てられた城,"2026-03-12 21:07:27","2026-08-04 13:25:23"
89,9,ラニアッカ断層帯,ラニアッカだんそうたい,"Raniakka Fault Zone",field,https://dq10.i-k-e.net/map/ラニアッカ断層帯,"2026-03-12 21:07:29","2026-08-04 13:25:23"
90,9,ザグバン丘陵,ザグバンきゅうりょう,"Zagban Hills",dungeon,https://dq10.i-k-e.net/map/ザグバン丘陵,"2026-03-12 21:07:31","2026-08-04 13:25:23"
91,9,アクロニア鉱山,アクロニアこうざん,"Acronia Mine",dungeon,https://dq10.i-k-e.net/map/アクロニア鉱山,"2026-03-12 21:07:33","2026-08-04 13:25:23"
92,9,ラニ大洞穴,ラニだいどうけつ,"Lani Caves",dungeon,https://dq10.i-k-e.net/map/ラニ大洞穴,"2026-03-12 21:07:35","2026-08-04 13:25:23"
93,9,モガリム街道,モガリムかいどう,"Mogarim Highway",field,https://dq10.i-k-e.net/map/モガリム街道,"2026-03-12 21:07:37","2026-08-04 13:25:23"
94,9,ガタラ原野,ガタラげんや,"Gatara Fields",field,https://dq10.i-k-e.net/map/ガタラ原野,"2026-03-12 21:07:40","2026-08-04 13:25:23"
95,9,カルデア山道,カルデアさんどう,"Chaldea Mountain Road",field,https://dq10.i-k-e.net/map/カルデア山道,"2026-03-12 21:07:43","2026-08-04 13:25:23"
96,9,カルデア山道の横穴,カルデアさんどうのよこあな,"Chaldea Mountain Road Cave",dungeon,https://dq10.i-k-e.net/map/カルデア山道の横穴,"2026-03-12 21:07:45","2026-08-04 13:25:23"
97,9,サーマリ高原,サーマリこうげん,"Samary Plateau",field,https://dq10.i-k-e.net/map/サーマリ高原,"2026-03-12 21:07:47","2026-08-04 13:25:23"
98,9,エゼソル峡谷,エゼソルきょうこく,"Ezesol Canyon",field,https://dq10.i-k-e.net/map/エゼソル峡谷,"2026-03-12 21:07:49","2026-08-04 13:25:23"
99,9,ダラズ採掘場,ダラズさいくつじょう,"Daraz Quarry",field,https://dq10.i-k-e.net/map/ダラズ採掘場,"2026-03-12 21:07:51","2026-08-04 13:25:23"
100,9,ダラリア砂岩遺跡,ダラリアさがんいせき,"Daleria Sandstone Ruins",dungeon,https://dq10.i-k-e.net/map/ダラリア砂岩遺跡,"2026-03-12 21:07:53","2026-08-04 13:25:23"
101,9,ウルベア地下遺跡,ウルベアちかいせき,"Ruins of Urbea",dungeon,https://dq10.i-k-e.net/map/ウルベア地下遺跡,"2026-03-12 21:07:55","2026-08-04 13:25:23"
102,9,カルデア洞穴,カルデアどうけつ,"Chaldea Cave",dungeon,https://dq10.i-k-e.net/map/カルデア洞穴,"2026-03-12 21:07:58","2026-08-04 13:25:23"
103,9,モガレの洞くつ,モガレのどうくつ,"Mogare Cave",dungeon,https://dq10.i-k-e.net/map/モガレの洞くつ,"2026-03-12 21:08:00","2026-08-04 13:25:23"
104,9,グルグ地下道,グルグちかどう,"Gulug Underpass",dungeon,https://dq10.i-k-e.net/map/グルグ地下道,"2026-03-12 21:08:02","2026-08-04 13:25:23"
105,9,ゴブル砂漠東,ゴブルさばくひがし,"Goble Desert East",field,https://dq10.i-k-e.net/map/ゴブル砂漠東,"2026-03-12 21:08:03","2026-08-04 13:25:23"
106,9,ゴブル砂漠西,ゴブルさばくにし,"Goble Desert West",field,https://dq10.i-k-e.net/map/ゴブル砂漠西,"2026-03-12 21:08:06","2026-08-04 13:25:23"
107,9,ボロヌス溶岩流,ボロヌスようがんりゅう,"Boronus Lava Flow",dungeon,https://dq10.i-k-e.net/map/ボロヌス溶岩流,"2026-03-12 21:08:08","2026-08-04 13:25:23"
108,9,デマトード高地,デマトードこうち,"Dematode Highlands",field,https://dq10.i-k-e.net/map/デマトード高地,"2026-03-12 21:08:09","2026-08-04 13:25:23"
109,9,カルサドラ火山,カルサドラかざん,"Calsadora Volcano",dungeon,https://dq10.i-k-e.net/map/カルサドラ火山,"2026-03-12 21:08:12","2026-08-04 13:25:23"
110,9,ボロヌスの穴,ボロヌスのあな,"Boronus Hole",dungeon,https://dq10.i-k-e.net/map/ボロヌスの穴,"2026-03-12 21:08:14","2026-08-04 13:25:23"
111,9,砂岩の洞くつ,さがんのどうくつ,"Sandstone Cave",dungeon,https://dq10.i-k-e.net/map/砂岩の洞くつ,"2026-03-12 21:08:16","2026-08-04 13:25:23"
112,9,最果ての地下遺跡,さいはてのちかいせき,"Deepest Depths",dungeon,https://dq10.i-k-e.net/map/最果ての地下遺跡,"2026-03-12 21:08:18","2026-08-04 13:25:23"
113,1,東の荒野,ひがしのこうや,"East Desert",field,,"2026-03-12 21:08:20","2026-08-04 13:25:23"
114,1,過去のゲルト海峡,かこのゲルトかいきょう,"Past Gert Strait",field,,"2026-03-12 21:08:22","2026-08-04 13:25:23"
115,1,過去のランドンフット,かこのランドンフット,"Past Landonfoot",field,,"2026-03-12 21:08:24","2026-08-04 13:25:23"
116,1,過去のランドン山脈,かこのランドンさんみゃく,"Past Landon Mountains",field,,"2026-03-12 21:08:26","2026-08-04 13:25:23"
117,1,過去のランドン山脈山頂付近,かこのランドンさんみゃくさんちょうふきん,"Past Landon Summit Area",field,,"2026-03-12 21:08:28","2026-08-04 13:25:23"
118,1,神殿レイダメテス,しんでんレイダメテス,"Reidametes Temple",field,,"2026-03-12 21:08:30","2026-08-04 13:25:23"
119,6,冥王の心臓,めいおうのしんぞう,"Hades' Heart",field,https://dq10.i-k-e.net/map/冥王の心臓,"2026-03-12 21:08:32","2026-08-04 13:25:23"
120,5,闇の溢る世界,やみのあふるせかい,"World of Darkness",field,,"2026-03-12 21:08:35","2026-08-05 15:19:11"
121,8,月世界,げっせかい,"The Moon",field,,"2026-03-12 21:08:37","2026-08-04 13:25:23"
122,18,創失の塔,そうしつのとう,"Tower of Unmaking",field,,"2026-03-12 21:08:39","2026-08-04 13:25:23"
123,12,偽りのコニウェア平原,いつわりのコニウェアへいや,"False Coniware Plain",field,https://draquex.com/map/nise-1.php,"2026-03-12 21:08:41","2026-08-04 13:25:23"
124,12,偽りのワルド水源,いつわりのワルドすいげん,"False Wald Headwaters",field,https://draquex.com/map/nise-2.php,"2026-03-12 21:08:43","2026-08-04 13:25:23"
125,12,偽りのローヌ樹林帯,いつわりのローヌじゅりんたい,"False Rhone Woodlands",field,https://draquex.com/map/nise-3.php,"2026-03-12 21:08:45","2026-08-04 13:25:23"
126,12,偽メルサンディ穀倉帯,にせメルサンディこくそうたい,"False Melsandy Millfields",field,https://draquex.com/map/nise-4.php,"2026-03-12 21:08:47","2026-08-04 13:25:23"
127,12,謎の地下水路,なぞのちかすいろ,"Underground Waterway",dungeon,https://dq10.i-k-e.net/map/謎の地下水路,"2026-03-12 21:08:49","2026-08-04 13:25:23"
128,12,偽りの魔女の森,いつわりのまじょのもり,"False Witchwood",field,https://draquex.com/map/nise-6.php,"2026-03-12 21:08:51","2026-08-04 13:25:23"
129,12,偽りのセレドット山道,いつわりのセレドットさんどう,"False Celedot Mountain Pass",field,https://draquex.com/map/nise-7.php,"2026-03-12 21:08:53","2026-08-04 13:25:23"
130,12,偽リンジャハル海岸,にせリンジャハルかいがん,"False Linjahar Coast",field,https://draquex.com/map/nise-8.php,"2026-03-12 21:08:55","2026-08-04 13:25:23"
131,12,偽りのリンジャの塔,いつわりのリンジャのとう,"False Linja Tower",field,https://draquex.com/map/nise-9.php,"2026-03-12 21:08:57","2026-08-04 13:25:23"
132,12,偽りのリャナ荒涼地帯,いつわりのリャナこうりょうちたい,"False Lyana Desolate",field,https://draquex.com/map/nise-10.php,"2026-03-12 21:08:59","2026-08-04 13:25:23"
133,12,偽りのソーラリア峡谷,いつわりのソーラリアきょうこく,"False Solaria Canyon",field,https://draquex.com/map/nise-11.php,"2026-03-12 21:09:01","2026-08-04 13:25:23"
134,12,古き神の遺跡,ふるきかみのいせき,"Historic Ruins",dungeon,https://dq10.i-k-e.net/map/古き神の遺跡,"2026-03-12 21:09:03","2026-08-04 13:25:23"
135,12,偽アラハギーロ地方,にせアラハギーロちほう,"False Al-Ahagiro Region",field,https://draquex.com/map/nise-13.php,"2026-03-12 21:09:05","2026-08-04 13:25:23"
136,12,偽りのデフェル荒野,いつわりのデフェルこうや,"False Defel Desert",field,https://draquex.com/map/nise-14.php,"2026-03-12 21:09:07","2026-08-04 13:25:23"
137,12,偽りのジャイラ密林,いつわりのジャイラみつりん,"False Jyra Jungle",field,https://draquex.com/map/nise-15.php,"2026-03-12 21:09:10","2026-08-04 13:25:23"
138,12,偽りのピラミッド,いつわりのピラミッド,"False Pyramid",field,https://draquex.com/map/nise-16.php,"2026-03-12 21:09:12","2026-08-04 13:25:23"
139,12,偽ナシームの洞くつ,にせナシームのどうくつ,"False Naseem Cave",field,https://draquex.com/map/nise-17.php,"2026-03-12 21:09:14","2026-08-04 13:25:23"
140,12,偽レビュール街道南,にせレビュールかいどうみなみ,"False Reviewle Highway South",field,https://draquex.com/map/nise-18.php,"2026-03-12 21:09:16","2026-08-04 13:25:23"
141,12,偽レビュール街道北,にせレビュールかいどうきた,"False Reviewle Highway North",field,https://draquex.com/map/nise-19.php,"2026-03-12 21:09:18","2026-08-04 13:25:23"
142,12,偽グランゼドーラ領,にせグランゼドーラりょう,"False Gran Zedora Territory",field,https://draquex.com/map/nise-20.php,"2026-03-12 21:09:21","2026-08-04 13:25:23"
143,12,偽りのロヴォス高地,いつわりのロヴォスこうち,"False Rovos Highlands",field,https://draquex.com/map/nise-21.php,"2026-03-12 21:09:23","2026-08-04 13:25:23"
144,12,偽りのゼドラ洞,いつわりのゼドラどう,"False Zedra Cave",field,https://draquex.com/map/nise-22.php,"2026-03-12 21:09:25","2026-08-04 13:25:23"
145,12,偽りの海風の洞くつ,いつわりのうみかぜのどうくつ,"False Seabreeze Cave",field,https://draquex.com/map/nise-23.php,"2026-03-12 21:09:27","2026-08-04 13:25:23"
146,12,偽りの名もなき草原,いつわりのなもなきそうげん,"False Plain of No Name",field,https://draquex.com/map/nise-24.php,"2026-03-12 21:09:29","2026-08-04 13:25:23"
147,12,偽りの育みの大地,いつわりのはぐくみのだいち,"False Flourish Fields",field,https://draquex.com/map/nise-25.php,"2026-03-12 21:09:31","2026-08-04 13:25:23"
148,12,創生の邪洞,そうせいのじゃどう,"Cave of Creation",dungeon,https://dq10.i-k-e.net/map/創生の邪洞,"2026-03-12 21:09:33","2026-08-04 13:25:23"
149,12,未完のモンセロ温泉峡,みかんのモンセロおんせんきょう,"Undone Moncello Spring Gorge",field,https://dq10.i-k-e.net/map/未完のモンセロ温泉峡,"2026-03-12 21:09:35","2026-08-04 13:25:23"
150,12,未完のドラクロン山地,みかんのドラクロンさんち,"Undone Draklon Mountains",field,https://dq10.i-k-e.net/map/未完のドラクロン山地,"2026-03-12 21:09:36","2026-08-04 13:25:23"
151,12,未完のラゼアの風穴,みかんのラゼアのかざあな,"Undone Lazea Wind Cave",dungeon,https://dq10.i-k-e.net/map/未完のラゼアの風穴,"2026-03-12 21:09:39","2026-08-04 13:25:23"
152,18,グランゼニスの試練場,グランゼニスのしれんじょう,"Trial of Gran Zenith",field,,"2026-03-12 21:09:41","2026-08-04 13:25:23"
153,18,真のコニウェア平原,しんのコニウェアへいや,"True Coniware Plain",field,https://dq10.i-k-e.net/map/真のコニウェア平原,"2026-03-12 21:09:44","2026-08-04 13:25:23"
154,18,モンセロ温泉峡,モンセロおんせんきょう,"Moncello Spring Gorge",field,https://dq10.i-k-e.net/map/モンセロ温泉峡,"2026-03-12 21:09:46","2026-08-04 13:25:23"
155,18,真のワルド水源,しんのワルドすいげん,"True Wald Headwaters",field,https://dq10.i-k-e.net/map/真のワルド水源,"2026-03-12 21:09:48","2026-08-04 13:25:23"
156,18,真のローヌ樹林帯,しんのローヌじゅりんたい,"True Rhone Woodlands",dungeon,https://dq10.i-k-e.net/map/真のローヌ樹林帯,"2026-03-12 21:09:50","2026-08-04 13:25:23"
157,18,真メルサンディ穀倉帯,しんメルサンディこくそうたい,"True Melsandy Millfields",field,https://dq10.i-k-e.net/map/真メルサンディ穀倉帯,"2026-03-12 21:09:52","2026-08-04 13:25:23"
158,18,真のこもれびの広場,しんのこもれびのひろば,"True Sunbeam Square",field,https://dq10.i-k-e.net/map/真のこもれびの広場,"2026-03-12 21:09:54","2026-08-04 13:25:23"
159,18,真の魔女の森,しんのまじょのもり,"True Witchwood",field,https://dq10.i-k-e.net/map/真の魔女の森,"2026-03-12 21:09:56","2026-08-04 13:25:23"
160,18,真のセレドット山道,しんのセレドットさんどう,"True Celedot Mountain Pass",field,https://dq10.i-k-e.net/map/真のセレドット山道,"2026-03-12 21:09:58","2026-08-04 13:25:23"
